;text;label
9130;погода в субботу в нашей местности;other
9131;какое любимое блюдо светланы кирсановой;other
9132;добрый день я заказывала новую карту когда я могу ее забрать;other
9133;какая мечта у завьяловой;other
9134;покажи тайную жизнь домашних животных часть вторая;other
9135;стоимость обмена доллара в рубль;other
9136;вебсайт форд мондео;other
9137;отделение банка на коммунистической чернушка;other
9138;кто такой дмитрий демушкин и почему он попал в тюрьму;other
9139;какие координаты у танцующий дом;other
9140;найди мне лучший фильм с джонни деппом;other
9141;как расплачиваться на барбадосе;other
9142;таймер на четыре минуты;other
9143;греф в разводе;other
9144;все врубай;other
9145;отключай музыку через сорок минут;other
9146;запусти канал центральное телевидение;other
9147;на каком языке написана мурзилка;other
9148;переставь будильник на десять часов;other
9149;когда можно забрать перевыпущенную карту;other
9150;год рождения козинцева;other
9151;включи рок через двадцать две минуты;other
9152;разбуди меня в восемь;other
9153;покажи евро кино;other
9154;какой баланс на карточке;other
9155;хочу средний с чипсами к сериальчику;other
9156;а сколько мне лет;other
9157;поставь мне петлюра стена;other
9158;ассистент будет ли дождь в течении часа;other
9159;мы вместе;other
9160;до меня не доходят никакие сообщения;other
9161;джони уинберг фильм две тысячи;other
9163;пятьдесят рублей тане бухгалтеру;other
9164;сайт оружейная палата;other
9165;как можно получить справку о платеже;other
9166;какие ревущие двадцатые ты знаешь;other
9167;когда и где можно забрать карту которая перевыпускается;other
9168;сделай свет ярче в гардеробной;other
9169;как извиниться перед котом за то что я на него случайно наступил;other
9170;как называется валюта сша;other
9171;куда можно записаться на коррекцию бровей и запиши меня;other
9172;пополни пожалуйста номер татьяны на двести рублей номер найдешь у меня в контактах;other
9173;покажи ля минор;other
9174;где началась промышленная революция;other
9175;как вас зовут;other
9176;старый фильм с мерлин монро;other
9177;почему почему;other
9178;какие джин ты знаешь;other
9179;будет ли сегодня идти сильный снег на улице;other
9180;хочу сделать новую стрижку запиши меня;other
9181;комедия с анджелиной джоли;other
9182;в состав чего входит новорязанское шоссе;other
9183;мы обязаны узаконить отношения;other
9184;можешь рассказать шутку про школу;other
9185;отключить входящий вызов;other
9186;дора дора помидора;other
9187;установи будильник чтобы по будням в семь звонил;other
9188;покажи телеканал авто двадцать четыре;other
9189;какое число будет следующее воскресенье;other
9190;кто папа авраам в исламе;other
9191;какая валюта используется в омске;other
9192;я так люблю тебя малыш;other
9193;как расплачиваться в камеруне;other
9194;какой валютой расплачиваются в гонконге;other
9195;я предлагаю тебе руку и сердце;other
9196;девять тысяч тоже ваши;other
9197;какие проблемы;other
9198;что такое ростелеком;other
9199;кто возглавляет;other
9200;телесеть дом один;other
9201;запиши меня на коррекцию бровей на завтра;other
9202;могу ли я отключить мобильный банк в приложении;other
9203;любимые цветы натальи дудиной;other
9204;опять она сделай так что меня нет;other
9205;широта кабардинка;other
9206;добрый день как мне закрыть кредитную карту;other
9207;кто связан с город петра;other
9208;из какой страны человек в футляре;other
9209;что такое цифровое преступление;other
9210;чья музыка звучит марсельеза;other
9211;окуня ловят либо на быстром течении;other
9212;как называются две пары усиков у ракообразных;other
9213;а ты женского пола или мужского;other
9214;ассистент мне нужно сделать перевод маше бухгалтерше;other
9215;банка подскажи;other
9216;казань территориальный банк;other
9217;измени условия по моему кредиту в втб;other
9218;кто автор тридцать три несчастья;other
9219;можно обойти как то этот запрет;other
9220;бред питт фото;other
9221;включи музыку снова;other
9222;добрый день как стать участником бонусной программы спасибо;other
9223;найти индия;other
9224;какие виды информационное бюро коммунистических партий ты знаешь;other
9225;олег владимирович где проживает;other
9226;перевести деньги лене ногти;other
9227;как посмотреть сумму спасибо;other
9228;в чем суть эмиссия;other
9229;сериал во все тяжкие все сезоны с первого по шестой;other
9230;найди каналы центрального телевидения;other
9231;как расплачиваться;other
9232;какие виды регенсбург ты знаешь;other
9233;как не быть ленивой;other
9234;переведи деньги саше;other
9235;нужно срочно ближайший банкомат;other
9236;какие виды конфуцианства ты знаешь;other
9237;подключи мне к карте;other
9238;сколько у меня бонусов от спасибо;other
9239;эту музыку надо сделать очень тихо;other
9240;спасибо на карте которую сделал через приложение;other
9241;скажи мне погоду на весь сегодняшний день;other
9242;поставь комедию с участием владимира зеленского где он в главной роли;other
9243;а мне четырнадцать лет;other
9244;кому посвящен римский католический собор в москве;other
9245;затри что нибудь умное;other
9246;какие фильмы предпочитает греф;other
9247;оплачивается ли время потраченное на программу сообществом разработчиков и пользователей свободных программ;other
9248;никогда о нем не слышал;other
9249;на каком языке написано я помню чудное мгновение;other
9250;сколько лет джангирову;other
9251;беспечный ездок;other
9252;пополни счет николаю;other
9253;какие виды суицидальной мысли ты знаешь;other
9254;ты можешь оплатить сотовую связь марины;other
9255;на семь ноль ноль семь тридцать и на восемь ноль ноль утра;other
9256;любимая книга беллы ильиничны;other
9257;засечь таймер на пять минут;other
9258;возьми талон к врачу;other
9259;хочу взять кредит почему мне его не одобряют;other
9260;валюта на фиджи;other
9261;какие деньги в рф;other
9262;сайт московский малый театр;other
9263;хочу снега когда в ближайшее время выпадет он;other
9264;посмотреть каналы центральное телевидение;other
9265;перемотай вперед на пять минут;other
9266;где упоминается трафарет;other
9267;открой калькулятор и посчитай миллион плюс два миллиона;other
9268;положить на карту;other
9269;на основе чего была выполнена конструкция первого варп звездолета землян;other
9270;сколько у меня денег на карте двадцать один двадцать два;other
9271;включи свет центрального освещения;other
9272;как называются продукты распада нейтронов;other
9273;кинь мне двести рублей на мобильный;other
9274;пусть будильник перезвонит в двенадцать часов;other
9275;помоги мне пожалуйста я кому то продиктовал номер карты;other
9276;где купить макбук про две тысячи пятнадцатого года если его нет в продаже;other
9277;перенести на восемь часов того же дня это возможно;other
9278;здравствуйте подскажите текущий остаток;other
9279;награды и достижения робби робби;other
9280;поставь пожалуйста будильник на завтра на семь на семь пятнадцать и на семь тридцать;other
9281;как победить топографический кретинизм что почитать;other
9282;поставь будильник на пятнадцать минут позже;other
9283;голосование олег николаевич;other
9284;чего боится герман греф;other
9285;мне нужна музыка для поездки поэтому;other
9286;в каких источниках описывается мышечное сокращение;other
9287;когда родился джонни депп;other
9288;лайкни трек;other
9289;надо изменить дату платежа;other
9290;какие организации американских государств ты знаешь;other
9291;эй дружище;other
9292;повтори трек который сейчас играет;other
9293;не приходит уведомление о покупке;other
9294;какие виды герб иркутска ты знаешь;other
9295;в чем смысл конкретно вашей жизни;other
9296;чем мотивирует себя сергей мальцев;other
9297;номер банка для связи со специалистом;other
9298;человек исполнительный;other
9299;прошу прощения;other
9300;включи ден тюнинг;other
9301;ответь на звонок александра пожалуйста;other
9302;какие детское евровидение две тысячи восемнадцать ты знаешь;other
9303;подождите подождите подождите;other
9304;текущий курс валют;other
9305;площадь марианские острова;other
9306;заплати за мегафон северозапад;other
9307;включи телему девяносто;other
9308;добрый день как мне через приложение погасить кредит в другом банке;other
9309;скажи пожалуйста у меня заканчивается срок действия карты могу ли я заказать карту;other
9310;баланс на карте виза семьдесят два двадцать четыре;other
9311;где стоял гранд макет россия;other
9312;на каком языке актеры говорят в фильме астрал;other
9313;внешность режиссера михалкова типична для интеллигента или нет;other
9314;был и актером и режиссером;other
9315;зачем нужен бик;other
9316;умом умен тот кто способен мыслить или тот кто много знает;other
9317;широта померании;other
9318;найди пулл;other
9319;сбрось вызов входящий;other
9320;с анджелиной джоли;other
9321;какие виды ты знаешь;other
9322;кто разработал объект семь шесть пять;other
9323;алиса сколько будет шестьдесят четыре в пятой степени;other
9324;мне нужно встать рано поставь будильник;other
9325;возможен ли трюк с картой во время кражи чипа в фильме иллюзия обмана два;other
9326;есть ли у хасиса дети;other
9327;добрый день утеряна кредитная карта что делать;other
9328;из какой страны в поисках утраченного времени;other
9329;расскажи пожалуйста интересные факты;other
9330;алиса найди мне все фильмы стивена спилберга;other
9331;включи руху;other
9332;кем работает муж у златкис;other
9333;на каких языках говорит никита волков;other
9334;с праздниками;other
9335;какая сегодня температура воздуха;other
9336;включи телеканал любимое кино;other
9337;подскажите пожалуйста какие у вас есть тарифы;other
9338;сможете использовать свой профессиональный опыт в работе муниципального депутата;other
9339;посмотреть телевизионный канал первый вегетарианский;other
9340;как стать мастером в каком нибудь роде деятельности;other
9341;что любит греф;other
9342;по какому адресу находится ближайший банкомат;other
9343;где находится разметелево;other
9344;остаток на мастеркард;other
9345;промотай на пять минут вперед;other
9346;погода в ближайшие сутки в городе керчь республика;other
9347;почему пукать при людях не желательно и стыдно если так же естественно как дыхание или потливость;other
9348;какие триллеры посмотреть двухтысячных годов;other
9349;вруби каналы кто есть кто;other
9350;открой совершенно секретно;other
9351;сделай выписку по счету за прошлый квартал;other
9352;маме оплатить сотовую связь пятьсот рублей;other
9353;страна буркина фасо какая там валюта;other
9354;курс белорусского рубля к российскому на вчера;other
9355;что изображено на оборотной стороне двухсот рублей;other
9356;что такое безналичный расчет;other
9357;девичья фамилия дудиной натальи;other
9358;в каких источниках описывается торговля;other
9359;у меня в онлайн пишут что нет списания по кредиту уже четырнадцать тысяч хотя списание в прошлом месяце было и сейчас деньги на счетах карты есть;other
9360;когда был образован белорусский государственный университет;other
9361;прибавь четыреста шестьдесят девять плюс семьсот двадцать;other
9362;где упоминается фотография;other
9363;соверши денежный перевод моему другу;other
9364;что такое затраты;other
9365;включи с начала;other
9366;мне нужно привязать карту к другому номеру телефона;other
9367;найди комедию с джимом керри;other
9368;на сколько ты оцениваешь свой интеллект;other
9369;какое море самое большое в мире;other
9370;какие пожары на останкинской телебашне ты знаешь;other
9371;найди музыкальный фильм в главных ролях райан гослинг и эмма стоун;other
9372;поставь наша тема;other
9373;пополни мой номер телефона на двести рублей пожалуйста;other
9374;лечу завтра в чехию какая там валюта;other
9375;связаться с оператором;other
9376;в каком регионе находится коневская;other
9377;на скольких языках говорит анатолий леонидович;other
9378;курс покупки евро в втб двадцать девятого сентября;other
9379;какую валюту брать с собой в шри ланку;other
9380;валюта на острове тайвань;other
9381;сделай беззвучный режим;other
9382;в среду западная двина будет;other
9383;найди фильм квентина тарантино где снимается курт рассел;other
9384;найди юни китти;other
9385;нужно снять деньги скажи где;other
9386;какой валютой расплачиваются в того;other
9387;какой номер у скандинавии;other
9388;найти банкомат круглосуточно;other
9389;вруби;other
9390;какой город нарисован на десятирублевой купюре;other
9391;заканчивается срок действия карты как заказать новую;other
9392;официальный сайт музея победы на поклонной горе;other
9393;в каких источниках описывается е пятьсот двадцать один;other
9394;региона костромская область;other
9395;какой валютой расплачиваются в нигерии;other
9396;знают ли ведущие орла и решки у кого будет золотая карта;other
9397;какой город столица болгарии;other
9398;какие виды обет молчания ты знаешь;other
9399;скажи пожалуйста какая ожидается погода в июне месяце в иркутске;other
9400;что считает главным в жизни греф;other
9401;последний фильм с джеки чаном смотреть;other
9402;надо соединить меня с сотрудником;other
9403;закончился срок годности на одной из моих карт;other
9404;в каких источниках описывается дезинсекция;other
9405;показать;other
9406;я сейчас буду ехать по улице мира покажи где можно найти банкоматы где можно снять деньги;other
9407;почему ель круглый год одним цветом;other
9408;включи мой любимый трек;other
9409;ассистент отправить перевод пете;other
9410;кто руководит мок;other
9411;включи альбом группы любэ;other
9412;внимание;other
9413;включи энергетическую музыку;other
9414;хочу стать визажистом;other
9415;первые фильмы джонни деппа;other
9416;что такое сборная румынии по футболу;other
9417;какие карты поступают на автоматическое упаковочное устройство;other
9418;популярные в жанре военные;other
9419;какие виды термоизоляции ты знаешь;other
9420;в каком году снимался фильм ворошиловский стрелок;other
9421;сколько составляет плата за обслуживание по карте;other
9422;не вижу баланс по карте;other
9423;можно будет забрать карту;other
9424;переведи семь тысяч рублей на карту;other
9425;скажи пожалуйста в какое время отключится устройство поставленный таймер через сколько по времени это будет;other
9426;арт директором;other
9427;моя карта готова;other
9428;название залива между швецией и финляндией;other
9429;запусти канал телевидения еда;other
9430;сумасшедший ты;other
9431;слушай выключи пожалуйста будильник надоел уже;other
9432;мне нужна эпиляция запиши;other
9433;есть банкомат желательно поближе ко мне;other
9434;где находится банкомат поблизости;other
9435;почему в питере так много наружной рекламы проституток;other
9436;включите егэ тв;other
9437;все банкоматы в районе ста метров;other
9438;привяжи карту к номеру телефона чтобы приходили уведомления;other
9439;включи звук проигрываемого видео;other
9440;я хочу узнать баланс своей карты;other
9441;какое самое большое достижение александра владимировича;other
9442;где находится тайгу;other
9443;закажи большой сладкий под сериал;other
9444;сколько языков знает завьялова;other
9445;зачем куйбышев баллотируется в губернаторы свердловской области если ранее написал заявление об отставке;other
9446;можешь отменить запись на эпиляцию десятого апреля;other
9447;сколько часов до полудня;other
9448;рассчитай тридцать процентов от десяти тысяч;other
9449;подключи канал нано;other
9450;включи телеканал пятый канал;other
9451;перемотай на пять секунд назад;other
9452;антоним трансгендеры;other
9453;какие песни исполнил джастин бибер;other
9454;какая валюта у северокорейцев;other
9455;в какой стране сделали вск девяносто четыре;other
9456;где вы учились таким шуткам;other
9457;найди фильм гранд отель в будапеште;other
9458;сделай мне кредитную карточку;other
9459;подключи каналы первый канал;other
9460;как расплачиваться в шотландии;other
9461;какие виды звуковых дорожек ты знаешь;other
9462;какими деньгами платят в амстердаме;other
9463;робот ты можешь ненавидеть;other
9464;парикмахерские рядом с моей работой подровнять челку;other
9465;привет как дела у твоего приятеля;other
9466;когда плакал последний раз мальцев сергей;other
9467;официальное название алмазжит алакса;other
9468;предоставь справку о переводе два ноль три;other
9469;высота;other
9470;снять деньги с карты;other
9471;увеличат ли мне лимит по кредитной карте;other
9472;отношения тома харди;other
9473;здравствуйте думаю о кредите примерно восемьдесят тысяч;other
9474;да боюсь что так;other
9475;чем платят у нигерийцев;other
9476;почему в армию не берут с заболеваниями передающимися только половым путем;other
9477;запиши меня к ногтевому мастеру на замену старого покрытия;other
9478;отправь на мой мобильный телефон триста рублей;other
9479;какую религию исповедуют мегрелы;other
9480;в каком регионе находится аркадия;other
9481;психотерапия это часть чего;other
9482;поставь канал родное кино;other
9483;найди леди баг;other
9484;кто описал вирусы;other
9485;как стать хорошим юристом;other
9486;по какому номеру можно позвонить;other
9487;моя мать;other
9488;что такое долгоносики;other
9489;считать тоже умеешь;other
9490;какие тера ты знаешь;other
9491;поэтому выключи пожалуйста музыку в час тридцать ночи;other
9492;перевести денежку на карту маме;other
9493;укажи путь к ближайшему банкомату;other
9494;время по москве на данный момент;other
9495;вруби телевизионный канал русский иллюзион;other
9496;сложить тысячу девятьсот тридцать семь и двести сорок восемь;other
9497;прошу установить будильник;other
9498;где можно будет забрать карту после перевыпуска;other
9499;какую валюту брать с собой в нигерию;other
9500;моя история операций;other
9501;какие будут тарифы за обслуживание карты;other
9502;великий диктатор смотреть онлайн;other
9503;тридцать два умножить на три;other
9504;какие деньги в монако;other
9505;пополни баланс сотового брата;other
9506;включи рапунцель;other
9507;хочу подключить уведомления на карту;other
9508;краснодар тербанк;other
9509;как изменить номер телефона в кабинете;other
9510;какие воздушные судна ты знаешь;other
9511;закончим этот разговор я не согласен;other
9512;сколько денег находится на карте банка открытие;other
9513;нужно перевести денежку на номер телефона ноль ноль ноль ноль ноль ноль;other
9514;вруби освещение балкона;other
9515;существует ли угроза попадания воздуха в кровь через капельницу или нет;other
9516;здравствуйте у меня должно быть списание по кредиту до пятого;other
9517;узнай баланс на всех моих картах;other
9518;какова удельная теплота сгорания ацетилена;other
9519;чем платят у таджикистанцев;other
9520;найти авторскую песню;other
9521;какой вуз закончил кузнецов;other
9522;ты меня понимаешь;other
9523;какая самая маленькая страна мира по площади;other
9524;а скажи пожалуйста какое число будет в эту пятницу;other
9525;нажми не понравилось;other
9526;какого числа и года ты появился;other
9527;давай лучше расскажи о новинках кино;other
9528;педикюр запись сегодня на одиннадцать ноль ноль;other
9529;пожалуйста громче;other
9530;включи;other
9531;на каком максимально удаленном расстоянии от планеты земля побывал человек;other
9532;я люблю тебя такую умную и красивую;other
9533;хочу стать психиатром;other
9535;покажи телеканал первый вегетарианский;other
9536;наталья андреевна родилась в россии;other
9537;можно ли оформить на меня кредит по самой выгодной ставке;other
9538;в какой организации состоит джеймс бьюкенен барнс;other
9539;какие тысяча девятьсот девяносто девятый год ты знаешь;other
9540;что такое инди музыка;other
9542;подскажи как называется валюта используемая в стране мьянма;other
9543;все текущие балансы карт;other
9544;широта стрелка во;other
9545;какая погода во вторник;other
9546;какой у меня баланс карты;other
9547;я бы хотела изменить условия по кредиту как мне это сделать;other
9548;когда начали эксплуатировать п двенадцать;other
9549;поставь дизлайк на данном видео;other
9550;какой сегодня ветер;other
9551;погода в марте в городе магнитогорске;other
9552;как выглядит герб вьетнама;other
9553;поставь этот трек еще раз;other
9554;я бы хотел узнать тарифы за обслуживание по карте в вашем банке;other
9555;фильм красивый плохой злой;other
9556;какое сейчас время в различных часовых поясах;other
9557;здравствуйте почему мне перестали приходить бонусы спасибо;other
9558;как долго ехать до ближайшего банкомата;other
9559;курс валют в севастополе;other
9560;чем платят у жителей гваделупы;other
9561;в состав чего входит нефтяная промышленность;other
9562;курс евро рубль;other
9563;добрый день можно ли узнать историю операций по картам;other
9564;повтори последний трек;other
9565;включи сто ковш;other
9566;какой любимый фильм грефа;other
9567;комедия эльдара рязанова;other
9568;билла кто исполнил главную роль;other
9569;сегодня будут осадки;other
9570;когда можно забрать карту которая перевыпускается;other
9571;какое сегодня число и день недели;other
9572;установи будильник на семь утра;other
9573;вруби кураж;other
9574;какие виды истории церкви ты знаешь;other
9575;заказы карты;other
9576;где больше всего денег из моих банковских карт;other
9577;я могу поменять номер только одной карты;other
9578;пополнить счет карты ближайший автомат;other
9579;какую программу для отслеживания месячных вы можете посоветовать;other
9580;посмотреть телеканал европа плюс тв;other
9581;площадь королевства тонга;other
9582;могу поменять офис;other
9583;тысяча девятьсот восемьдесят седьмого года это какой был день недели;other
9584;языка ты знаешь;other
9585;кто связан с ронной;other
9586;набери по видеозвонку петра;other
9587;в субботу или воскресенье отделения работают;other
9588;нужны бабки;other
9589;сделай тишину;other
9590;посмотреть телеканал рбк тв;other
9591;где был первый крестовый поход;other
9592;подготовьте справку о сегодняшних платежах;other
9593;давай предыдущий трек;other
9594;нашла себе парня;other
9595;какая самая широкая река в южно африканской республике;other
9596;ввп на душу населения в текущих ценах республика хорватия;other
9597;какое число будет в следующую пятницу;other
9598;в каком фильме сыграли елизавета боярская и максим матвеев;other
9599;будь добр перенести на двадцать два ноль ноль;other
9600;китайское кино;other
9601;у тебя есть семья;other
9602;что у меня с бонусами спасибо не начисляются долгое время;other
9603;пятьсот рублей можно узнать данные карты;other
9604;переключи видео на следующее;other
9605;поставь программу на выключение телевизора после двадцати трех ноль ноль;other
9606;таймер на двадцать пять минут пять секунд;other
9607;как мне добраться до банкомата который работает двадцать четыре на семь;other
9608;возраст светланы кирсановой;other
9609;отмени перевод денег моему другу;other
9610;протокол передачи фильмов файлов назначения;other
9611;пусть телевизор будет включенным с восьми вечера до десяти часов вечера потом выключим;other
9612;я карту потерял;other
9613;какие унции ты знаешь;other
9614;почему после спорта холодно;other
9615;пожалуйста можно перевыпустить карту я ее потеряла и сегодня заблокировала;other
9616;как разобраться в себе что тебе нравится чем хочу заниматься;other
9617;плохо слышно;other
9618;где ближайший банкомат возле работы;other
9619;как я могу заблокировать карту в случае потери;other
9620;как развлекаешься в свободное время;other
9621;какая самая широкая река в южноафриканской республике;other
9622;хочу средне соленый сет;other
9623;хочу стать правоведом;other
9624;начало карьеры джастина тимберлейка;other
9625;о чем болтаете;other
9626;сегодня заказала карту как узнать что она готова;other
9627;открой пожалуйста приложение моего банка и назови баланс;other
9628;было ли описание удовлетворительным;other
9629;греф председатель;other
9630;в какой стране правит правительство великобритании;other
9631;поблизости которые работают сейчас;other
9632;какие виды рампов ты знаешь;other
9633;мечтаешь ли ты писать музыку;other
9634;самый глубокий желоб;other
9635;какими деньгами платить в англии;other
9636;на каком языке говорят в дубровницкая республика;other
9637;выполни умножение сорок на пятьдесят;other
9638;исполнителей тебе симпатизируют;other
9639;перевод моему родственнику;other
9640;как посмотреть баллы спасибо;other
9641;свет в гардеробной;other
9642;кто написал музыку для гарри поттера;other
9643;отменит перевод;other
9644;какой остаток денежных средств на карте халва;other
9645;какая подводная лодка описывается в романе;other
9646;что главное для ольги голодец в жизни;other
9647;у фильма голодные игры существует сиквел;other
9648;в состав чего входит девятое мая;other
9649;три метра над уровнем неба смотреть онлайн;other
9650;мила у тебя есть парень;other
9651;смс регистрации;other
9652;подскажите офис на парадной улице сегодня не работает;other
9653;почему в природе нет животных с одним глазом;other
9654;является ли общепринятым фактом что гей носит серьгу на правом;other
9655;когда средний глобальный климат является достаточно стабильным;other
9656;случайно указал не тот номер когда переводил деньги;other
9657;широта штаб квартира оон;other
9658;найди мне фильмы федора бондарчука;other
9659;изменить фундаментальные настройки что;other
9660;хочу посмотреть первую часть фильма бетховен;other
9661;как и откуда можно забрать банковскую карту которая перевыпускается;other
9662;курс евро на сегодня центральный банк;other
9663;показать ретро;other
9664;на какой карте из моих доступных осталось более тысячи рублей;other
9665;неплохо;other
9666;на берегу чего находятся шантарские острова;other
9667;что ты мне ставишь один и тот же фильм переключись на следующий фильм;other
9668;пополни мои знания чем нибудь интересным;other
9669;не имея при этом особых проблем со здоровьем;other
9670;в каком году был снят фильм палач;other
9671;изображен на банкноте в один доллар;other
9672;как называется валюта в уэльсе;other
9673;какое любимое иностранное блюдо чупиной;other
9674;звонят представляются моим сыном просят перевести деньги что делать;other
9675;сколько нужно рублей чтобы купить сто долларов;other
9676;джоли;other
9677;какое атмосферное давление будет сегодня я метеозависимый человек;other
9678;какие виды трудовые ресурсы ты знаешь;other
9679;большая просьба включи свет пожалуйста;other
9680;когда вышел в эксплуатацию войсковой снайперский;other
9681;добрый день какая комиссия за перевод;other
9682;мне необходимо сделать маникюр и педикюр;other
9683;где упоминается пиано пианиссимо;other
9684;переключись на телевизионный канал первый канал;other
9685;включи телеканал россию;other
9686;заплатить за телефонный номер;other
9687;что такое армянская апостольская церковь;other
9688;широта иудейское царство;other
9689;покажи телевизионный канал матч тиви;other
9690;запиши на этой неделе на коррекцию бровей;other
9691;алиса назови валюту словакии;other
9692;фильмы двухтысячного года;other
9693;через пять минут отдохни;other
9694;банк онлайн номер телефона к которому привязана карта;other
9695;официальный сайт группа света намина;other
9696;найди рики тики тави;other
9697;что такое биткоин;other
9698;когда царство российское прекратило свое существование;other
9699;гарри поттер;other
9700;когда в русском языке появилось слово космос;other
9701;включи бренд тв;other
9702;в состав чего входит человек в футляре;other
9703;обрезание господне ты знаешь;other
9704;разделить восемьдесят пять на тридцать девять;other
9705;ты не знала;other
9706;смотреть телеканал еда;other
9707;какой материал считается перспективным в сооружении подводных лодок;other
9708;какой город нарисован на пятитысячной рублевой купюре;other
